State,Year_Built,Square_Footage,CLUE_Loss_Count,Credit_Score,Construction_Type,Protection_Class,AOI,Deductible,Territory,Roof_Age_Applicant,Fire_Alarm,Burglar_Alarm,Roof_Vulnerability_Satellite,Wildfire_Exposure_Daily,Water_Loss_Recency_Months,RCV_Appraised,Fire_Hydrant_Distance,Tree_Canopy_Density,Crime_Severity_Index,Pluvial_Flood_Depth,Building_Code_Compliance,Slope_Steepness,Attic_Ventilation,Hail_Frequency,Soil_Liquefaction_Risk,Dwelling_Age,RCV_Overstatement,Credit_Score_Suppressed,Risk_Tier,Expected_Pure_Premium,Claim_Count,Claim_Amount
GA,2015,1885.0,1,689.0,Frame,1,608487.0,1000,Rural,3.0,False,True,4.1,7.2,29.0,583569.0,0.756,27.1,43.4,0.7,81.0,14.2,Good,2.0,Low,11,24918.0,False,Low,995.38,0,0.0
LA,1953,2089.0,0,817.0,Frame,9,630453.0,1000,Rural,4.0,False,True,5.0,0.5,4.0,711557.0,0.141,24.9,56.4,13.4,84.0,29.6,Good,0.0,High,73,0.0,False,Moderate,1573.73,0,0.0
GA,1993,1834.0,0,812.0,Masonry,5,360757.0,1000,Urban,37.0,True,False,21.8,28.9,74.0,396807.0,0.325,54.3,46.5,13.5,68.0,12.4,Good,2.0,Low,33,0.0,False,Moderate,1891.35,2,6169.1
WA,1968,1973.0,0,559.0,Masonry,1,339775.0,2000,Rural,1.0,True,False,1.5,31.3,37.0,362375.0,0.376,72.1,25.7,1.2,51.0,1.5,Poor,2.0,Moderate,58,0.0,False,Low,738.14,0,0.0
MA,1963,2597.0,0,700.0,Frame,8,303545.0,2000,Urban,13.0,False,False,10.6,0.5,1.0,276478.0,0.145,76.8,52.3,3.7,41.0,23.9,Good,0.0,Low,63,27067.0,True,Moderate,1698.9,0,0.0
LA,1988,1144.0,0,733.0,Masonry,6,958369.0,1000,Rural,28.0,False,True,15.3,0.5,57.0,947095.0,0.332,54.4,52.2,14.1,97.0,2.4,Fair,2.0,Moderate,38,11274.0,False,High,2569.43,1,3646.66
OK,2002,2923.0,0,720.0,Frame,10,342901.0,500,Rural,18.0,True,False,12.7,14.2,4.0,297313.0,0.234,58.1,23.5,3.3,48.0,14.9,Good,2.0,High,24,45588.0,False,Moderate,1975.51,0,0.0
WA,2004,3404.0,0,705.0,Masonry,7,821714.0,2000,Rural,20.0,True,True,15.6,23.7,31.0,892123.0,0.079,57.0,19.9,0.3,78.0,32.8,Good,1.0,Low,22,0.0,False,High,2437.62,0,0.0
OK,2005,2289.0,2,805.0,Masonry,4,445897.0,1000,Suburban,29.0,False,False,19.8,14.7,4.0,386084.0,0.02,39.3,48.2,4.7,60.0,20.5,Fair,5.0,Moderate,21,59813.0,False,High,3273.19,0,0.0
CA,1971,1743.0,0,700.0,Frame,7,252373.0,1000,Urban,20.0,True,True,13.0,57.6,27.0,283918.0,0.349,12.8,82.1,0.0,79.0,14.1,Poor,1.0,Low,55,0.0,True,High,2430.43,1,1832.12
CO,1980,2840.0,1,653.0,Frame,1,349888.0,1000,Urban,1.0,False,False,2.2,35.2,1.0,367560.0,0.279,5.8,83.2,3.4,65.0,17.9,Good,6.0,Low,46,0.0,False,Moderate,1694.47,1,1155.4
CA,1958,2353.0,0,700.0,Frame,8,439005.0,2000,Suburban,35.0,True,False,20.1,38.1,12.0,418895.0,0.76,76.6,48.8,24.4,74.0,18.9,Poor,0.0,High,68,20110.0,True,Very High,5799.19,2,13196.68
GA,1995,1911.0,0,765.0,Frame,4,361906.0,1000,Suburban,7.0,True,False,6.4,0.7,120.0,316319.0,1.051,46.6,40.5,16.3,49.0,23.2,Fair,1.0,Low,31,45587.0,False,Moderate,1625.61,1,2448.51
OK,2009,1665.0,0,766.0,Frame,5,659337.0,2000,Suburban,34.0,False,False,18.7,40.9,16.0,706854.0,0.388,59.0,29.2,9.7,88.0,15.0,Good,4.0,Low,17,0.0,False,Very High,5179.03,4,30468.61
CO,1985,1977.0,1,661.0,Frame,6,384573.0,1000,Rural,17.0,False,True,17.0,33.8,7.0,437392.0,0.397,63.5,38.4,5.3,79.0,19.6,Good,7.0,Low,41,0.0,False,Very High,3572.57,0,0.0
TX,1973,2306.0,3,768.0,Frame,7,497405.0,1000,Rural,15.0,False,False,3.2,23.5,54.0,459349.0,1.993,73.6,33.5,3.7,65.0,1.8,Good,1.0,Moderate,53,38056.0,False,Moderate,1271.15,0,0.0
CO,1974,2693.0,0,689.0,Frame,3,417326.0,500,Suburban,7.0,False,False,6.1,41.1,110.0,389867.0,0.662,14.7,10.2,4.6,86.0,20.2,Fair,2.0,Moderate,52,27459.0,False,Moderate,1797.29,0,0.0
FL,1998,2356.0,0,696.0,Frame,2,413631.0,2000,Suburban,17.0,True,True,13.5,23.3,15.0,426347.0,0.343,18.6,70.9,24.3,53.0,24.1,Poor,3.0,High,28,0.0,False,High,2127.54,0,0.0
LA,1999,2450.0,0,781.0,Frame,7,370115.0,1000,Rural,35.0,True,True,16.0,13.4,5.0,354267.0,0.076,65.3,53.1,36.4,59.0,2.4,Good,3.0,Moderate,27,15848.0,False,Very High,5561.01,2,22077.81
OK,1985,2016.0,0,767.0,Frame,8,408596.0,2000,Suburban,33.0,True,True,19.8,11.1,10.0,370169.0,0.824,9.2,10.7,5.0,45.0,32.2,Good,1.0,Moderate,41,38427.0,False,High,3481.13,2,6914.72
NY,1968,2670.0,0,764.0,Frame,2,857246.0,1000,Urban,39.0,True,True,23.8,0.5,43.0,803836.0,0.219,18.0,70.3,0.0,83.0,9.4,Poor,2.0,Low,58,53410.0,False,Very High,4099.68,0,0.0
TX,1980,2086.0,0,756.0,Masonry,3,450375.0,1000,Suburban,7.0,True,False,4.9,37.2,7.0,398268.0,0.02,70.9,87.7,19.6,79.0,18.2,Poor,2.0,Low,46,52107.0,False,Moderate,1382.74,0,0.0
CO,1974,3211.0,0,627.0,Fire Resistive,10,598142.0,500,Rural,35.0,True,True,27.5,44.0,8.0,559274.0,0.185,41.2,37.0,3.6,98.0,8.2,Good,1.0,Moderate,52,38868.0,False,Very High,6206.9,1,3231.27
NY,1957,1841.0,0,846.0,Frame,3,642826.0,2000,Rural,31.0,False,False,21.5,17.7,24.0,615224.0,0.109,34.8,42.7,5.8,68.0,1.3,Fair,2.0,Moderate,69,27602.0,False,High,2813.06,0,0.0
WA,1980,2417.0,0,610.0,Frame,2,303484.0,2000,Rural,33.0,True,True,23.5,21.0,11.0,258089.0,0.455,11.9,45.0,0.8,98.0,33.2,Fair,0.0,Moderate,46,45395.0,False,High,2264.13,0,0.0
WA,2012,3404.0,1,680.0,Frame,7,286704.0,2000,Suburban,17.0,False,True,10.2,29.2,1.0,247343.0,0.079,11.6,69.7,5.3,95.0,18.4,Good,1.0,Low,14,39361.0,False,Moderate,1330.68,1,539.19
MA,1995,2773.0,2,700.0,Frame,8,244970.0,1000,Urban,26.0,True,False,17.3,10.3,7.0,260106.0,0.104,44.3,30.9,0.0,86.0,31.3,Good,1.0,High,31,0.0,True,High,2923.01,1,2707.32
FL,1959,2610.0,0,740.0,Frame,5,331558.0,2000,Suburban,17.0,False,False,18.1,9.8,47.0,333936.0,2.32,80.4,89.1,47.1,93.0,22.3,Good,1.0,Low,67,0.0,False,High,2126.08,0,0.0
CA,2013,2363.0,0,700.0,Frame,8,637393.0,1000,Rural,37.0,True,True,28.7,59.6,4.0,677542.0,0.276,23.5,81.2,0.0,64.0,9.9,Good,0.0,Moderate,13,0.0,True,Very High,10604.79,5,61382.29
GA,1965,2229.0,0,722.0,Frame,3,213682.0,1000,Suburban,30.0,False,False,22.7,3.0,21.0,185276.0,0.576,12.1,17.7,18.8,68.0,24.9,Good,1.0,Low,61,28406.0,False,Moderate,1194.72,0,0.0
GA,1995,2104.0,2,676.0,Frame,6,572111.0,500,Rural,36.0,False,False,21.4,17.5,6.0,636026.0,0.308,16.7,39.9,4.8,97.0,15.7,Good,2.0,Low,31,0.0,False,Very High,4250.58,0,0.0
CA,1992,1891.0,1,700.0,Frame,6,318385.0,2000,Suburban,23.0,False,True,15.0,71.1,1.0,298537.0,0.206,43.0,12.5,6.1,59.0,18.0,Fair,2.0,Low,34,19848.0,True,Very High,4460.52,1,1458.78
LA,2003,1355.0,2,761.0,Frame,3,609053.0,1000,Rural,17.0,False,True,11.5,14.7,35.0,640626.0,0.581,28.2,41.0,6.7,51.0,13.6,Fair,4.0,Low,23,0.0,False,High,3380.15,1,4535.83
NY,2006,2552.0,0,848.0,Frame,1,366363.0,1000,Rural,30.0,True,True,22.1,1.1,70.0,334935.0,0.513,46.9,51.8,17.6,97.0,2.9,Fair,2.0,High,20,31428.0,False,Moderate,1486.24,1,709.81
TX,1971,1354.0,0,685.0,Frame,5,590339.0,1000,Suburban,35.0,False,False,25.4,20.8,36.0,536609.0,0.692,39.3,72.7,3.4,77.0,5.5,Fair,4.0,Low,55,53730.0,False,Very High,3984.49,1,1272.65
GA,2007,2558.0,1,726.0,Frame,5,636988.0,2000,Urban,37.0,True,True,25.3,18.4,46.0,628538.0,0.138,43.9,42.4,26.5,68.0,24.8,Fair,1.0,Moderate,19,8450.0,False,Very High,8632.72,1,2441.42
GA,1993,2030.0,0,530.0,Frame,8,332493.0,5000,Urban,22.0,False,False,15.0,11.7,51.0,309848.0,0.038,22.7,26.3,1.8,61.0,1.7,Fair,2.0,Low,33,22645.0,False,Moderate,1270.22,0,0.0
GA,1975,1674.0,2,755.0,Frame,3,398957.0,2000,Urban,25.0,True,True,16.6,24.5,78.0,343675.0,0.344,62.7,88.8,0.2,76.0,23.2,Good,1.0,Moderate,51,55282.0,False,High,2398.71,0,0.0
TX,1957,2973.0,0,737.0,Frame,4,363543.0,1000,Urban,20.0,True,True,14.0,27.2,57.0,312541.0,0.075,20.7,10.2,9.3,47.0,9.6,Poor,5.0,Moderate,69,51002.0,False,High,2272.84,1,676.99
NY,1992,1403.0,2,631.0,Frame,5,438476.0,5000,Suburban,39.0,True,False,23.4,0.5,72.0,422729.0,0.307,77.0,75.4,6.9,74.0,5.0,Poor,0.0,Low,34,15747.0,False,High,2734.79,0,0.0
WA,1984,1834.0,0,730.0,Frame,5,443811.0,1000,Rural,29.0,True,False,18.9,33.4,16.0,433883.0,1.802,6.5,33.7,12.6,82.0,18.8,Fair,0.0,Moderate,42,9928.0,False,Moderate,1977.75,0,0.0
LA,1984,1885.0,0,655.0,Masonry,2,595048.0,1000,Suburban,2.0,True,False,2.3,4.5,20.0,614873.0,0.021,19.5,30.4,4.1,61.0,27.2,Good,3.0,Low,42,0.0,False,Moderate,1226.04,1,1835.06
NY,2001,2282.0,0,813.0,Fire Resistive,6,1322012.0,1000,Urban,15.0,False,False,6.8,13.8,119.0,1353415.0,0.758,51.1,53.4,0.7,50.0,9.5,Fair,2.0,Low,25,0.0,False,Moderate,1594.13,0,0.0
CO,2002,1863.0,0,532.0,Frame,10,847036.0,1000,Rural,32.0,True,False,15.3,51.0,23.0,896969.0,0.156,6.4,40.4,8.1,68.0,3.1,Good,5.0,Low,24,0.0,False,Very High,8689.93,2,26820.06
CA,1963,3004.0,0,700.0,Masonry,7,250523.0,5000,Urban,36.0,False,True,22.5,44.1,46.0,284214.0,0.556,56.2,86.5,8.1,54.0,30.5,Good,0.0,Low,63,0.0,True,High,2969.5,1,1352.92
OK,1971,1446.0,0,575.0,Frame,10,290958.0,2000,Rural,15.0,False,True,9.5,18.3,102.0,259025.0,0.055,9.8,60.0,22.8,90.0,31.3,Good,3.0,Low,55,31933.0,False,Moderate,1759.47,0,0.0
WA,2016,4447.0,0,731.0,Frame,9,595949.0,1000,Suburban,37.0,True,True,26.9,50.4,27.0,540276.0,0.028,27.3,13.0,0.0,56.0,5.3,Good,0.0,Low,10,55673.0,False,Very High,4966.44,1,6302.75
CA,1993,1618.0,0,700.0,Frame,9,321940.0,2000,Rural,30.0,False,False,17.3,35.9,34.0,365142.0,0.63,74.6,74.5,9.2,89.0,4.3,Good,0.0,Moderate,33,0.0,True,High,2238.86,1,1396.88
TX,1980,3826.0,0,692.0,Frame,10,350189.0,1000,Suburban,3.0,True,False,4.4,21.0,76.0,398532.0,1.868,62.6,43.2,0.2,53.0,26.0,Fair,2.0,Moderate,46,0.0,False,Moderate,1107.28,0,0.0
CO,2021,2801.0,0,580.0,Frame,8,285972.0,1000,Rural,34.0,False,False,19.2,21.1,82.0,265441.0,0.035,61.8,53.9,8.1,40.0,2.8,Good,2.0,Moderate,5,20531.0,False,High,3060.04,0,0.0
CO,1999,2139.0,0,729.0,Frame,1,439792.0,1000,Rural,16.0,True,True,12.7,43.1,84.0,481255.0,0.619,80.8,35.3,4.0,70.0,11.5,Fair,6.0,Moderate,27,0.0,False,Moderate,1794.48,2,5019.42
FL,2012,2325.0,0,596.0,Fire Resistive,3,261385.0,1000,Urban,0.0,True,True,0.0,8.0,10.0,243225.0,0.197,17.5,30.1,3.3,93.0,11.5,Fair,1.0,Low,14,18160.0,False,Low,508.88,0,0.0
CA,1984,1992.0,0,700.0,Frame,8,785310.0,2000,Urban,2.0,False,True,0.0,48.8,37.0,815611.0,1.613,57.5,11.2,0.2,52.0,3.1,Good,0.0,Low,42,0.0,True,Moderate,1485.82,0,0.0
MA,1962,2391.0,0,700.0,Frame,3,676055.0,500,Urban,25.0,False,True,17.4,0.5,3.0,742402.0,0.175,9.9,86.1,3.7,92.0,8.9,Fair,0.0,Low,64,0.0,True,High,2501.83,0,0.0
TX,2004,1795.0,0,679.0,Frame,7,230053.0,1000,Urban,22.0,False,True,14.0,21.5,11.0,248339.0,0.641,38.4,44.2,0.0,70.0,18.7,Poor,6.0,Moderate,22,0.0,False,Moderate,1725.51,0,0.0
OK,2010,2590.0,0,699.0,Frame,9,630752.0,2000,Suburban,17.0,False,True,9.5,11.1,25.0,541182.0,0.202,78.3,73.6,1.6,43.0,8.6,Fair,4.0,Low,16,89570.0,False,High,2022.82,0,0.0
CO,1993,2300.0,1,635.0,Masonry,10,609120.0,1000,Rural,3.0,True,False,1.5,29.0,31.0,519390.0,0.396,37.5,60.6,5.2,80.0,5.2,Fair,7.0,Low,33,89730.0,False,Moderate,1563.83,0,0.0
NY,1982,1656.0,0,690.0,Frame,6,574811.0,2000,Suburban,31.0,False,False,18.2,0.5,60.0,561296.0,2.029,43.3,49.4,4.3,86.0,31.4,Fair,0.0,Low,44,13515.0,False,Moderate,1900.7,0,0.0
OK,1959,2435.0,0,581.0,Frame,4,509171.0,500,Suburban,7.0,True,True,4.7,14.2,44.0,524211.0,0.02,63.5,45.8,6.6,82.0,30.6,Poor,8.0,Low,67,0.0,False,Moderate,1963.57,1,1476.05
LA,1968,2401.0,0,720.0,Frame,10,485127.0,1000,Urban,28.0,False,True,17.0,0.5,12.0,502979.0,0.267,40.6,26.2,18.0,53.0,21.4,Good,1.0,High,58,0.0,False,High,2883.39,0,0.0
CO,2018,1806.0,1,707.0,Masonry,10,570374.0,500,Rural,2.0,False,False,0.0,27.0,2.0,577950.0,0.921,22.3,18.7,16.6,78.0,20.8,Good,6.0,Low,8,0.0,False,Moderate,1919.35,1,1165.53
CO,1962,1965.0,0,677.0,Frame,5,292916.0,2000,Rural,18.0,False,False,12.0,25.7,18.0,283923.0,0.692,9.6,52.3,4.1,62.0,11.7,Fair,5.0,Moderate,64,8993.0,False,Moderate,1298.4,0,0.0
NY,1998,2482.0,0,787.0,Frame,2,377957.0,1000,Suburban,23.0,False,False,13.2,0.8,38.0,427132.0,2.111,83.0,29.0,0.0,77.0,15.4,Fair,0.0,Moderate,28,0.0,False,Moderate,1050.62,0,0.0
NY,1999,2800.0,0,555.0,Frame,10,922042.0,2000,Suburban,34.0,False,True,19.7,4.3,9.0,826499.0,0.298,10.3,52.4,6.0,75.0,28.9,Fair,0.0,Low,27,95543.0,False,Very High,3810.96,1,4732.08
NY,1984,2122.0,2,633.0,Masonry,5,485922.0,500,Suburban,0.0,True,False,2.0,12.0,46.0,421237.0,0.426,29.7,18.2,5.4,85.0,29.8,Fair,1.0,Low,42,64685.0,False,Moderate,1489.98,0,0.0
NY,2023,2712.0,0,753.0,Frame,5,541791.0,1000,Suburban,12.0,True,True,7.1,0.5,14.0,588460.0,0.223,76.6,85.1,11.6,60.0,28.4,Fair,4.0,Low,3,0.0,False,Moderate,1715.21,2,6960.34
NY,2000,2842.0,0,763.0,Frame,5,1005778.0,1000,Suburban,13.0,True,True,8.4,4.6,22.0,1105987.0,0.14,16.7,84.6,21.3,65.0,21.2,Good,1.0,Moderate,26,0.0,False,High,2463.68,1,1730.33
TX,2021,2917.0,0,736.0,Frame,1,679881.0,2000,Rural,13.0,False,True,10.5,17.2,53.0,748168.0,0.216,37.0,61.3,26.8,40.0,8.5,Good,3.0,Low,5,0.0,False,Moderate,1822.64,1,1260.4
LA,1969,2429.0,0,762.0,Frame,1,1257913.0,2000,Urban,26.0,False,True,18.2,10.6,52.0,1197467.0,1.571,13.2,47.3,32.2,65.0,5.1,Good,1.0,Low,57,60446.0,False,Very High,4031.39,3,9281.51
CA,2004,1704.0,2,700.0,Masonry,2,433971.0,2000,Suburban,31.0,True,False,16.7,41.3,41.0,431301.0,0.05,82.1,29.5,7.7,70.0,6.3,Fair,1.0,Low,22,2670.0,True,High,3077.18,2,1660.04
WA,2006,2690.0,0,762.0,Masonry,4,413919.0,5000,Rural,24.0,False,False,16.3,51.3,40.0,451667.0,0.361,79.6,87.9,4.3,82.0,31.7,Good,1.0,Moderate,20,0.0,False,High,2513.56,0,0.0
OK,2017,2095.0,0,679.0,Masonry,6,438678.0,1000,Suburban,26.0,False,False,16.6,8.3,44.0,446874.0,0.786,46.7,74.2,0.7,86.0,8.5,Fair,5.0,Low,9,0.0,False,Moderate,1638.78,1,1721.11
CA,1980,2479.0,2,700.0,Masonry,4,586859.0,1000,Urban,1.0,True,False,0.0,57.7,54.0,582605.0,1.497,23.9,19.2,3.5,53.0,28.8,Good,2.0,Low,46,4254.0,True,High,2385.31,0,0.0
OK,1974,1854.0,0,638.0,Frame,3,736876.0,1000,Urban,17.0,True,True,9.4,4.8,82.0,744635.0,0.949,72.9,39.4,9.1,85.0,33.2,Good,6.0,Moderate,52,0.0,False,High,2445.25,0,0.0
FL,2009,1870.0,0,636.0,Fire Resistive,9,596623.0,500,Rural,23.0,False,True,13.5,0.5,61.0,639323.0,0.4,84.1,68.0,11.7,90.0,17.6,Poor,0.0,Low,17,0.0,False,Moderate,1501.85,1,1231.14
GA,2003,1814.0,1,829.0,Frame,7,681075.0,1000,Suburban,37.0,True,False,20.6,15.8,57.0,636337.0,0.255,53.9,37.2,3.8,99.0,21.5,Good,2.0,High,23,44738.0,False,High,3302.27,0,0.0
GA,1970,1471.0,2,682.0,Masonry,6,319822.0,1000,Rural,15.0,False,False,8.5,22.8,6.0,342002.0,0.402,21.5,70.9,0.2,56.0,31.3,Fair,0.0,Low,56,0.0,False,Moderate,1427.99,1,792.69
WA,1972,1877.0,1,683.0,Frame,4,446582.0,1000,Suburban,1.0,False,True,0.0,42.7,2.0,473066.0,0.824,61.4,21.2,5.0,74.0,1.5,Good,1.0,Low,54,0.0,False,Moderate,1312.36,0,0.0
CO,2008,1632.0,0,741.0,Frame,1,747784.0,1000,Suburban,7.0,False,False,6.6,44.7,54.0,642406.0,0.198,34.7,25.0,11.7,64.0,33.3,Fair,4.0,High,18,105378.0,False,Moderate,1954.56,1,2316.9
WA,1992,2511.0,1,765.0,Frame,2,451018.0,1000,Suburban,13.0,True,False,5.9,40.6,29.0,389470.0,0.146,47.9,57.6,2.7,40.0,8.6,Poor,0.0,High,34,61548.0,False,Moderate,1904.79,1,1807.67
OK,2017,1614.0,0,726.0,Frame,5,266608.0,1000,Urban,8.0,True,False,6.4,0.5,118.0,293355.0,0.534,7.8,45.2,6.9,80.0,28.2,Fair,3.0,Moderate,9,0.0,False,Low,647.38,0,0.0
WA,1996,1832.0,0,672.0,Frame,8,834183.0,1000,Suburban,22.0,True,False,14.1,28.1,62.0,765623.0,1.641,71.3,17.8,0.0,66.0,1.2,Good,0.0,Low,30,68560.0,False,High,2218.57,1,1948.18
TX,2022,2202.0,0,690.0,Frame,3,322538.0,1000,Rural,29.0,True,False,20.0,6.2,80.0,277208.0,0.157,32.2,37.4,4.8,97.0,2.7,Good,1.0,Low,4,45330.0,False,Low,982.91,0,0.0
WA,1974,3197.0,0,843.0,Masonry,8,451650.0,5000,Urban,14.0,False,False,10.4,34.3,45.0,424705.0,0.041,70.7,52.8,9.1,60.0,11.0,Good,1.0,Low,52,26945.0,False,Moderate,1348.49,1,1686.57
LA,2007,1819.0,0,735.0,Masonry,2,490757.0,1000,Suburban,34.0,True,True,21.4,17.3,23.0,494460.0,1.155,12.3,16.3,12.5,76.0,17.5,Good,0.0,Low,19,0.0,False,High,2871.87,0,0.0
FL,1964,1440.0,0,552.0,Frame,8,214387.0,1000,Suburban,25.0,True,True,19.4,5.1,6.0,194396.0,1.759,21.2,47.8,2.8,76.0,6.0,Fair,1.0,Moderate,62,19991.0,False,Moderate,1489.78,0,0.0
GA,2002,1478.0,0,723.0,Fire Resistive,5,303598.0,500,Suburban,19.0,False,True,13.2,3.3,13.0,298024.0,0.538,51.5,32.8,1.9,46.0,29.6,Fair,3.0,Low,24,5574.0,False,Moderate,1232.1,0,0.0
LA,1980,1727.0,0,760.0,Masonry,3,387591.0,2000,Rural,36.0,False,True,18.8,13.7,5.0,412184.0,0.583,18.2,36.2,11.4,87.0,17.2,Fair,1.0,Moderate,46,0.0,False,Moderate,1647.53,0,0.0
WA,1988,1839.0,1,700.0,Frame,4,729921.0,500,Suburban,29.0,False,True,15.4,21.1,10.0,653317.0,0.625,6.4,79.8,4.3,100.0,17.0,Good,0.0,Moderate,38,76604.0,False,High,3376.09,0,0.0
CA,2009,3468.0,1,700.0,Frame,3,534220.0,500,Rural,34.0,False,False,15.7,49.2,4.0,551064.0,0.179,23.9,70.9,0.8,48.0,24.3,Fair,1.0,Low,17,0.0,True,Very High,5705.17,1,6912.38
CO,1957,2732.0,0,693.0,Fire Resistive,5,1500000.0,500,Urban,19.0,True,False,13.1,33.1,42.0,1501452.0,0.432,77.5,60.3,3.9,54.0,18.7,Fair,4.0,Low,69,0.0,False,High,3340.68,2,6435.59
LA,1966,2027.0,2,713.0,Frame,6,1147485.0,1000,Suburban,7.0,True,True,3.0,3.4,67.0,1174479.0,0.301,64.6,48.6,10.9,67.0,2.3,Good,2.0,Low,60,0.0,False,Moderate,1634.7,0,0.0
CA,1991,3219.0,0,700.0,Frame,5,431176.0,2000,Urban,13.0,False,True,7.9,23.5,28.0,441068.0,0.195,70.7,35.4,3.9,87.0,25.5,Good,1.0,Moderate,35,0.0,True,Moderate,1177.15,0,0.0
MA,1980,1863.0,0,700.0,Frame,1,522280.0,2000,Urban,16.0,True,True,13.4,0.5,2.0,491090.0,0.642,23.3,79.8,4.0,95.0,21.2,Good,0.0,Moderate,46,31190.0,True,Moderate,1625.25,0,0.0
OK,1991,1974.0,1,617.0,Frame,3,316540.0,2000,Suburban,37.0,False,True,18.7,0.7,101.0,345330.0,0.07,56.9,29.9,2.9,80.0,5.2,Good,6.0,Low,35,0.0,False,High,2033.22,1,1923.53
TX,1981,1941.0,0,720.0,Masonry,1,339770.0,2000,Urban,16.0,True,True,9.5,5.7,51.0,314408.0,0.198,66.8,66.4,3.1,90.0,23.4,Poor,2.0,Moderate,45,25362.0,False,Low,960.81,0,0.0
LA,1954,2765.0,1,690.0,Masonry,2,321649.0,500,Suburban,25.0,True,False,14.7,0.9,73.0,313347.0,0.02,16.0,68.1,16.1,97.0,12.9,Fair,3.0,High,72,8302.0,False,Moderate,1468.99,1,1144.81
CA,2019,2162.0,1,700.0,Frame,10,217042.0,1000,Rural,24.0,False,False,14.6,47.5,4.0,209856.0,0.845,52.9,75.0,8.7,53.0,32.5,Poor,0.0,Low,7,7186.0,True,High,3428.45,1,2203.61
MA,2001,3029.0,0,700.0,Frame,7,296181.0,500,Suburban,8.0,False,False,0.5,5.2,20.0,328929.0,0.389,78.4,48.6,7.7,79.0,27.8,Fair,1.0,Low,25,0.0,True,Low,913.23,0,0.0
WA,1995,2439.0,1,679.0,Fire Resistive,6,932857.0,1000,Suburban,12.0,True,False,9.6,31.7,70.0,1011058.0,0.376,81.1,70.2,2.0,44.0,15.8,Poor,1.0,Moderate,31,0.0,False,High,2427.11,0,0.0
NY,1961,2700.0,1,662.0,Masonry,7,625152.0,5000,Suburban,36.0,True,True,21.4,7.8,1.0,692666.0,0.33,42.0,73.8,0.4,60.0,13.0,Fair,2.0,Low,65,0.0,False,Very High,5774.67,5,54120.48
NY,1964,1201.0,0,802.0,Masonry,2,195191.0,1000,Urban,37.0,False,False,24.4,8.2,23.0,190245.0,0.641,74.4,57.2,0.9,92.0,22.0,Poor,0.0,High,62,4946.0,False,Moderate,1570.72,2,1876.76
NY,1994,1265.0,0,718.0,Frame,3,387495.0,500,Suburban,6.0,True,True,10.7,19.7,70.0,438374.0,0.32,44.5,46.9,0.0,47.0,24.5,Good,3.0,Moderate,32,0.0,False,Moderate,1392.32,0,0.0
FL,1953,1284.0,0,617.0,Fire Resistive,6,675782.0,1000,Rural,23.0,True,False,11.9,13.7,21.0,776606.0,0.406,13.8,11.4,1.3,77.0,33.0,Good,1.0,Low,73,0.0,False,Moderate,1545.64,0,0.0
WA,1984,1965.0,0,619.0,Masonry,2,352414.0,1000,Suburban,12.0,True,False,2.9,21.3,20.0,337994.0,0.07,57.2,39.8,10.9,73.0,1.1,Poor,1.0,Moderate,42,14420.0,False,Low,736.78,1,392.28
FL,2015,1354.0,0,631.0,Frame,2,552993.0,5000,Urban,22.0,True,True,13.2,14.1,35.0,540526.0,0.078,46.9,12.7,15.7,98.0,30.8,Poor,3.0,Moderate,11,12467.0,False,High,2530.94,1,2172.82
NY,2014,2882.0,0,750.0,Fire Resistive,8,164299.0,2000,Suburban,29.0,True,False,22.9,11.0,7.0,171475.0,0.072,83.6,41.7,4.0,50.0,9.3,Fair,1.0,Moderate,12,0.0,False,Moderate,1411.75,1,1836.89
FL,1988,2090.0,0,727.0,Frame,5,224252.0,2000,Rural,38.0,True,True,24.7,42.2,41.0,198930.0,0.794,74.5,65.8,60.0,57.0,31.2,Fair,3.0,Low,38,25322.0,False,Very High,9196.68,4,24235.23
OK,1967,2538.0,0,711.0,Frame,8,359408.0,5000,Urban,1.0,False,False,0.7,1.7,66.0,357607.0,0.46,55.4,48.7,1.0,66.0,12.7,Poor,3.0,Low,59,1801.0,False,Low,838.16,1,922.41
MA,1955,1929.0,1,700.0,Frame,9,497002.0,1000,Urban,15.0,True,True,11.5,18.8,31.0,438511.0,0.346,42.2,43.2,3.3,53.0,9.7,Good,2.0,Low,71,58491.0,True,High,2405.48,1,3074.75
TX,1962,2654.0,0,780.0,Masonry,6,551748.0,1000,Rural,7.0,True,False,4.3,10.1,59.0,501479.0,0.599,80.7,72.0,0.0,82.0,32.4,Fair,2.0,High,64,50269.0,False,Low,939.1,0,0.0
TX,1970,1119.0,0,664.0,Frame,10,203348.0,1000,Urban,15.0,True,False,9.0,14.3,85.0,218275.0,0.874,24.0,34.3,11.4,94.0,33.2,Good,8.0,Moderate,56,0.0,False,Moderate,1658.7,0,0.0
CA,1990,2173.0,2,700.0,Frame,6,462826.0,5000,Urban,18.0,True,False,9.8,50.5,42.0,480077.0,0.297,68.3,17.4,4.6,47.0,11.2,Good,0.0,Low,36,0.0,True,Very High,3510.19,2,12299.07
TX,2003,2475.0,0,637.0,Frame,2,727529.0,500,Suburban,25.0,False,True,17.4,6.4,77.0,775480.0,1.736,49.1,18.0,37.9,62.0,14.7,Poor,2.0,High,23,0.0,False,Very High,3531.43,1,2722.5
